order_id,quantity,pizza_id,pizza_type_id,,,,,
36,2,91,the_greek_l,,,,,
37,2,92,spinach_supr_m,,,,,
37,2,93,ckn_alfredo_m,,,,,
38,2,94,brie_carre_s,,,,,
38,2,95,napolitana_s,,,,,
39,2,96,ital_supr_m,,,,,
40,2,97,hawaiian_s,,,,,
40,2,98,veggie_veg_l,,,,,
41,2,99,thai_ckn_m,,,,,
41,2,100,peppr_salami_s,,,,,
42,2,101,pepperoni_s,,,,,
42,2,102,hawaiian_s,,,,,
42,2,103,spin_pesto_l,,,,,
42,2,104,peppr_salami_m,,,,,
43,2,105,napolitana_l,,,,,
43,2,106,bbq_ckn_m,,,,,
43,2,107,spicy_ital_s,,,,,
44,2,108,pep_msh_pep_s,,,,,
45,2,109,pep_msh_pep_l,,,,,
45,2,110,ckn_pesto_m,,,,,
45,2,111,ital_cpcllo_m,,,,,
46,2,112,classic_dlx_m,,,,,
46,2,113,calabrese_l,,,,,
46,2,114,spicy_ital_l,,,,,
47,2,115,southw_ckn_l,,,,,
47,2,116,soppressata_s,,,,,
48,2,117,calabrese_m,,,,,
48,2,118,veggie_veg_s,,,,,
48,2,119,prsc_argla_s,,,,,
48,2,120,mediterraneo_s,,,,,
49,2,121,veggie_veg_s,,,,,
50,2,122,southw_ckn_m,,,,,
51,2,123,mexicana_l,,,,,
51,2,124,five_cheese_l,,,,,
52,2,125,big_meat_s,,,,,
52,2,126,veggie_veg_m,,,,,
52,2,127,thai_ckn_m,,,,,
53,2,128,veggie_veg_s,,,,,
53,2,129,sicilian_l,,,,,
54,2,130,sicilian_l,,,,,
54,2,131,mexicana_m,,,,,
55,2,132,ital_cpcllo_m,,,,,
55,2,133,classic_dlx_l,,,,,
56,2,134,napolitana_l,,,,,
56,2,135,spicy_ital_s,,,,,
56,2,136,southw_ckn_m,,,,,
57,2,137,southw_ckn_l,,,,,
58,2,138,pepperoni_s,,,,,
58,2,139,four_cheese_l,,,,,
59,2,140,classic_dlx_s,,,,,
59,2,141,green_garden_s,,,,,
59,2,142,ital_veggie_l,,,,,
60,2,143,ckn_pesto_l,,,,,
60,2,144,big_meat_s,,,,,
61,2,145,spinach_fet_s,,,,,
61,2,146,sicilian_l,,,,,
62,2,147,prsc_argla_m,,,,,
62,2,148,peppr_salami_s,,,,,
63,2,149,peppr_salami_m,,,,,
64,2,150,pepperoni_m,,,,,
65,2,151,ital_cpcllo_s,,,,,
65,2,152,four_cheese_l,,,,,
65,2,153,five_cheese_l,,,,,
65,2,154,classic_dlx_m,,,,,
66,2,155,bbq_ckn_m,,,,,
66,2,156,big_meat_s,,,,,
67,2,157,ital_cpcllo_m,,,,,
68,2,158,five_cheese_l,,,,,
68,2,159,spin_pesto_s,,,,,
68,2,160,spicy_ital_l,,,,,
69,2,161,pep_msh_pep_m,,,,,
70,2,162,ital_supr_m,,,,,
70,2,163,classic_dlx_l,,,,,
71,2,164,hawaiian_l,,,,,
72,2,165,brie_carre_s,,,,,
73,2,166,pepperoni_l,,,,,
74,2,167,ckn_alfredo_m,,,,,
74,2,168,ckn_alfredo_m,,,,,
74,2,169,veggie_veg_l,,,,,
74,2,170,ital_cpcllo_s,,,,,
75,2,171,classic_dlx_s,,,,,
75,2,172,pepperoni_l,,,,,
75,2,173,spicy_ital_m,,,,,
76,2,174,ital_veggie_s,,,,,
76,2,175,bbq_ckn_l,,,,,
76,2,176,southw_ckn_m,,,,,
76,2,177,bbq_ckn_m,,,,,
77,2,178,mexicana_l,,,,,
77,2,179,ital_veggie_m,,,,,
78,2,180,five_cheese_l,,,,,
78,2,181,classic_dlx_m,,,,,
78,2,182,cali_ckn_s,,,,,
78,2,183,cali_ckn_m,,,,,
78,2,184,the_greek_xl,,,,,
78,2,185,cali_ckn_s,,,,,
79,2,186,southw_ckn_l,,,,,
79,2,187,pep_msh_pep_l,,,,,
79,2,188,cali_ckn_l,,,,,
80,2,189,thai_ckn_l,,,,,
80,2,190,hawaiian_s,,,,,
81,2,191,southw_ckn_l,,,,,
82,2,192,green_garden_s,,,,,
82,2,193,ital_supr_l,,,,,
82,2,194,bbq_ckn_m,,,,,
82,2,195,southw_ckn_l,,,,,
83,2,196,four_cheese_m,,,,,
84,2,197,mexicana_l,,,,,
85,2,198,hawaiian_s,,,,,
85,2,199,spinach_fet_m,,,,,
85,2,200,southw_ckn_s,,,,,
85,2,201,bbq_ckn_s,,,,,
86,2,202,the_greek_m,,,,,
87,2,203,prsc_argla_m,,,,,
87,2,204,napolitana_l,,,,,
87,2,205,ckn_alfredo_m,,,,,
87,2,206,pepperoni_m,,,,,
88,2,207,spin_pesto_l,,,,,
89,2,208,classic_dlx_m,,,,,
89,2,209,spin_pesto_m,,,,,
90,2,210,classic_dlx_m,,,,,
90,2,211,cali_ckn_l,,,,,
91,2,212,veggie_veg_m,,,,,
91,2,213,pep_msh_pep_l,,,,,
91,2,214,hawaiian_l,,,,,
92,2,215,veggie_veg_s,,,,,
92,2,216,thai_ckn_s,,,,,
92,2,217,spinach_supr_l,,,,,
92,2,218,southw_ckn_m,,,,,
92,2,219,pepperoni_l,,,,,
92,2,220,ital_veggie_l,,,,,
92,2,221,ital_supr_s,,,,,
92,2,222,ital_cpcllo_s,,,,,
92,2,223,ital_cpcllo_m,,,,,
93,2,224,four_cheese_l,,,,,
94,2,225,classic_dlx_l,,,,,
94,2,226,southw_ckn_m,,,,,
95,2,227,cali_ckn_m,,,,,
95,2,228,veggie_veg_s,,,,,
96,2,229,spinach_supr_m,,,,,
97,2,230,spicy_ital_s,,,,,
98,2,231,soppressata_m,,,,,
98,2,232,mediterraneo_l,,,,,
99,2,233,ital_veggie_m,,,,,
100,2,234,ital_supr_m,,,,,
101,2,235,four_cheese_l,,,,,
101,2,236,cali_ckn_l,,,,,
101,2,237,big_meat_s,,,,,
101,2,238,bbq_ckn_m,,,,,
102,2,239,thai_ckn_l,,,,,
102,2,240,peppr_salami_m,,,,,
103,2,241,hawaiian_s,,,,,
104,2,242,green_garden_s,,,,,
104,2,243,big_meat_s,,,,,
104,2,244,veggie_veg_s,,,,,
104,2,245,four_cheese_l,,,,,
105,2,246,pepperoni_s,,,,,
105,2,247,ital_supr_m,,,,,
105,2,248,the_greek_xl,,,,,
106,2,249,thai_ckn_m,,,,,
106,2,250,napolitana_l,,,,,
107,2,251,bbq_ckn_m,,,,,
107,2,252,pepperoni_s,,,,,
107,2,253,bbq_ckn_m,,,,,
107,2,254,spin_pesto_l,,,,,
108,2,255,green_garden_s,,,,,
108,2,256,big_meat_s,,,,,
108,2,257,the_greek_s,,,,,
109,2,258,peppr_salami_l,,,,,
109,2,259,thai_ckn_l,,,,,
109,2,260,southw_ckn_l,,,,,
109,2,261,cali_ckn_m,,,,,
110,2,262,big_meat_s,,,,,
110,2,263,thai_ckn_l,,,,,
110,2,264,soppressata_m,,,,,
110,2,265,hawaiian_l,,,,,
111,2,266,napolitana_s,,,,,
111,2,267,soppressata_l,,,,,
111,2,268,big_meat_s,,,,,
111,2,269,pepperoni_s,,,,,
112,2,270,ital_cpcllo_l,,,,,
113,2,271,four_cheese_l,,,,,
113,2,272,mediterraneo_m,,,,,
113,2,273,bbq_ckn_m,,,,,
114,2,274,ital_cpcllo_m,,,,,
114,2,275,prsc_argla_m,,,,,
115,2,276,pepperoni_l,,,,,
115,2,277,sicilian_l,,,,,
115,2,278,prsc_argla_m,,,,,
116,2,279,classic_dlx_l,,,,,
117,2,280,veggie_veg_l,,,,,
117,2,281,five_cheese_l,,,,,
118,2,282,ckn_alfredo_m,,,,,
118,2,283,thai_ckn_s,,,,,
119,2,284,spin_pesto_m,,,,,
120,2,285,spicy_ital_l,,,,,
120,2,286,soppressata_l,,,,,
120,2,287,prsc_argla_s,,,,,
121,2,288,pep_msh_pep_l,,,,,
121,2,289,ital_supr_l,,,,,
121,2,290,hawaiian_s,,,,,
121,2,291,five_cheese_l,,,,,
122,2,292,classic_dlx_s,,,,,
123,2,293,cali_ckn_m,,,,,
124,2,294,calabrese_l,,,,,
124,2,295,big_meat_s,,,,,
124,2,296,bbq_ckn_l,,,,,
124,2,297,napolitana_l,,,,,
125,2,298,thai_ckn_l,,,,,
126,2,299,napolitana_l,,,,,
127,2,300,spin_pesto_l,,,,,
128,2,301,spicy_ital_s,,,,,
129,2,302,ital_supr_m,,,,,
129,2,303,hawaiian_s,,,,,
130,2,304,hawaiian_l,,,,,
130,2,305,classic_dlx_m,,,,,
130,2,306,ckn_pesto_m,,,,,
130,2,307,cali_ckn_s,,,,,
131,2,308,cali_ckn_m,,,,,
131,2,309,calabrese_l,,,,,
131,2,310,brie_carre_s,,,,,
131,2,311,spin_pesto_m,,,,,
132,2,312,peppr_salami_l,,,,,
133,2,313,ital_cpcllo_m,,,,,
133,2,314,spinach_fet_l,,,,,
133,2,315,four_cheese_l,,,,,
134,2,316,cali_ckn_l,,,,,
134,2,317,sicilian_m,,,,,
134,2,318,pepperoni_m,,,,,
135,2,319,five_cheese_l,,,,,
136,2,320,spicy_ital_l,,,,,
136,2,321,pep_msh_pep_l,,,,,
137,2,322,thai_ckn_l,,,,,
137,2,323,classic_dlx_m,,,,,
137,2,324,veggie_veg_l,,,,,
138,2,325,ckn_pesto_s,,,,,
138,2,326,ckn_alfredo_l,,,,,
138,2,327,bbq_ckn_s,,,,,
138,2,328,thai_ckn_l,,,,,
139,2,329,soppressata_s,,,,,
140,2,330,ckn_pesto_s,,,,,
140,2,331,cali_ckn_l,,,,,
141,2,332,classic_dlx_s,,,,,
142,2,333,ckn_alfredo_m,,,,,
143,2,334,veggie_veg_s,,,,,
143,2,335,hawaiian_m,,,,,
143,2,336,four_cheese_l,,,,,
143,2,337,calabrese_m,,,,,
143,2,338,soppressata_m,,,,,
143,2,339,thai_ckn_l,,,,,
143,2,340,spinach_fet_s,,,,,
143,2,341,sicilian_l,,,,,
144,2,342,spin_pesto_m,,,,,
144,2,343,soppressata_l,,,,,
144,2,344,ital_cpcllo_l,,,,,
144,2,345,five_cheese_l,,,,,
144,2,346,soppressata_l,,,,,
144,2,347,ital_veggie_m,,,,,
144,2,348,thai_ckn_s,,,,,
144,2,349,mexicana_m,,,,,
144,2,350,hawaiian_s,,,,,
144,2,351,bbq_ckn_m,,,,,
144,2,352,spicy_ital_m,,,,,
144,2,353,sicilian_l,,,,,
145,2,354,green_garden_s,,,,,
146,2,355,classic_dlx_s,,,,,
146,2,356,big_meat_s,,,,,
146,2,357,spinach_fet_m,,,,,
147,2,358,four_cheese_l,,,,,
148,2,359,thai_ckn_s,,,,,
149,2,360,prsc_argla_s,,,,,
150,2,361,veggie_veg_m,,,,,
151,2,362,pep_msh_pep_m,,,,,
151,2,363,big_meat_s,,,,,
152,2,364,ital_cpcllo_m,,,,,
152,2,365,cali_ckn_s,,,,,
152,2,366,cali_ckn_m,,,,,
152,2,367,mexicana_l,,,,,
153,2,368,ital_supr_l,,,,,
154,2,369,hawaiian_l,,,,,
155,2,370,sicilian_s,,,,,
155,2,371,prsc_argla_s,,,,,
155,2,372,napolitana_s,,,,,
155,2,373,ital_cpcllo_m,,,,,
156,2,374,four_cheese_l,,,,,
156,2,375,spin_pesto_s,,,,,
157,2,376,classic_dlx_l,,,,,
157,2,377,brie_carre_s,,,,,
157,2,378,thai_ckn_m,,,,,
157,2,379,classic_dlx_s,,,,,
158,2,380,hawaiian_s,,,,,
158,2,381,southw_ckn_l,,,,,
159,2,382,hawaiian_m,,,,,
159,2,383,green_garden_s,,,,,
160,2,384,southw_ckn_l,,,,,
161,2,385,spinach_supr_m,,,,,
161,2,386,spinach_fet_m,,,,,
161,2,387,southw_ckn_m,,,,,
162,2,388,sicilian_l,,,,,
163,2,389,pepperoni_s,,,,,
163,2,390,pepperoni_l,,,,,
163,2,391,napolitana_s,,,,,
164,2,392,hawaiian_s,,,,,
164,2,393,green_garden_m,,,,,
165,2,394,classic_dlx_m,,,,,
166,2,395,ckn_pesto_m,,,,,
167,2,396,cali_ckn_s,,,,,
167,2,397,cali_ckn_l,,,,,
167,2,398,pepperoni_m,,,,,
168,2,399,big_meat_s,,,,,
168,2,400,the_greek_xl,,,,,
169,2,401,spinach_supr_l,,,,,
169,2,402,prsc_argla_m,,,,,
169,2,403,pep_msh_pep_s,,,,,
170,2,404,napolitana_m,,,,,
171,2,405,napolitana_l,,,,,
172,2,406,ital_veggie_s,,,,,
172,2,407,ital_supr_l,,,,,
172,2,408,ital_cpcllo_m,,,,,
173,2,409,hawaiian_m,,,,,
173,2,410,four_cheese_l,,,,,
173,2,411,classic_dlx_l,,,,,
174,2,412,spicy_ital_l,,,,,
174,2,413,soppressata_s,,,,,
174,2,414,prsc_argla_m,,,,,
174,2,415,peppr_salami_s,,,,,
175,2,416,pepperoni_l,,,,,
176,2,417,classic_dlx_s,,,,,
176,2,418,ital_supr_l,,,,,
177,2,419,five_cheese_l,,,,,
177,2,420,prsc_argla_m,,,,,
178,2,421,peppr_salami_m,,,,,
179,2,422,classic_dlx_m,,,,,
179,2,423,the_greek_m,,,,,
179,2,424,five_cheese_l,,,,,
180,2,425,calabrese_m,,,,,
180,2,426,classic_dlx_m,,,,,
181,2,427,thai_ckn_l,,,,,
182,2,428,hawaiian_s,,,,,
182,2,429,classic_dlx_m,,,,,
183,2,430,spinach_supr_s,,,,,
183,2,431,hawaiian_s,,,,,
183,2,432,sicilian_m,,,,,
184,2,433,sicilian_l,,,,,
185,2,434,four_cheese_m,,,,,
185,2,435,big_meat_s,,,,,
186,2,436,napolitana_s,,,,,
186,2,437,bbq_ckn_m,,,,,
186,2,438,veggie_veg_s,,,,,
186,2,439,the_greek_s,,,,,
187,2,440,sicilian_l,,,,,
187,2,441,cali_ckn_l,,,,,
188,2,442,big_meat_s,,,,,
188,2,443,bbq_ckn_m,,,,,
188,2,444,four_cheese_l,,,,,
189,2,445,brie_carre_s,,,,,
189,2,446,mexicana_s,,,,,
190,2,447,thai_ckn_m,,,,,
190,2,448,thai_ckn_l,,,,,
190,2,449,spin_pesto_s,,,,,
190,2,450,peppr_salami_m,,,,,
191,2,451,veggie_veg_m,,,,,
191,2,452,spicy_ital_s,,,,,
192,2,453,ital_cpcllo_l,,,,,
192,2,454,ckn_pesto_s,,,,,
193,2,455,the_greek_s,,,,,
193,2,456,five_cheese_l,,,,,
193,2,457,the_greek_l,,,,,
194,2,458,pepperoni_s,,,,,
195,2,459,thai_ckn_l,,,,,
196,2,460,spicy_ital_l,,,,,
196,2,461,ital_supr_s,,,,,
196,2,462,classic_dlx_m,,,,,
197,2,463,spin_pesto_m,,,,,
197,2,464,classic_dlx_m,,,,,
197,2,465,pep_msh_pep_m,,,,,
197,2,466,veggie_veg_s,,,,,
198,2,467,veggie_veg_m,,,,,
198,2,468,veggie_veg_l,,,,,
199,2,469,thai_ckn_l,,,,,
200,2,470,spin_pesto_l,,,,,
201,2,471,pep_msh_pep_s,,,,,
201,2,472,napolitana_s,,,,,
201,2,473,napolitana_l,,,,,
201,2,474,mexicana_m,,,,,
202,2,475,classic_dlx_s,,,,,
203,2,476,classic_dlx_m,,,,,
203,2,477,ckn_pesto_m,,,,,
203,2,478,cali_ckn_l,,,,,
203,2,479,big_meat_s,,,,,
204,2,480,bbq_ckn_m,,,,,
205,2,481,sicilian_m,,,,,
205,2,482,mexicana_l,,,,,
205,2,483,veggie_veg_m,,,,,
206,2,484,ital_cpcllo_s,,,,,
206,2,485,soppressata_s,,,,,
206,2,486,pepperoni_m,,,,,
207,2,487,ital_cpcllo_m,,,,,
208,2,488,peppr_salami_m,,,,,
208,2,489,veggie_veg_s,,,,,
208,2,490,spicy_ital_l,,,,,
208,2,491,ital_supr_l,,,,,
208,2,492,green_garden_s,,,,,
209,2,493,classic_dlx_s,,,,,
210,2,494,veggie_veg_l,,,,,
211,2,495,veggie_veg_m,,,,,
212,2,496,spinach_fet_m,,,,,
213,2,497,southw_ckn_m,,,,,
214,2,498,southw_ckn_l,,,,,
214,2,499,prsc_argla_s,,,,,
214,2,500,peppr_salami_m,,,,,
214,2,501,ckn_pesto_l,,,,,
215,2,502,cali_ckn_m,,,,,
216,2,503,big_meat_s,,,,,
216,2,504,bbq_ckn_l,,,,,
216,2,505,four_cheese_l,,,,,
217,2,506,classic_dlx_m,,,,,
217,2,507,hawaiian_l,,,,,
218,2,508,hawaiian_m,,,,,
219,2,509,spicy_ital_m,,,,,
219,2,510,hawaiian_s,,,,,
219,2,511,prsc_argla_l,,,,,
219,2,512,classic_dlx_m,,,,,
220,2,513,spinach_fet_l,,,,,
220,2,514,four_cheese_l,,,,,
220,2,515,spicy_ital_l,,,,,
220,2,516,calabrese_l,,,,,
221,2,517,spicy_ital_l,,,,,
221,2,518,mexicana_l,,,,,
221,2,519,five_cheese_l,,,,,
222,2,520,classic_dlx_l,,,,,
222,2,521,the_greek_xl,,,,,
223,2,522,veggie_veg_m,,,,,
224,2,523,thai_ckn_m,,,,,
224,2,524,thai_ckn_l,,,,,
224,2,525,prsc_argla_l,,,,,
224,2,526,mediterraneo_m,,,,,
225,2,527,ital_cpcllo_l,,,,,
225,2,528,spinach_fet_m,,,,,
225,2,529,pepperoni_m,,,,,
226,2,530,four_cheese_l,,,,,
227,2,531,ital_veggie_l,,,,,
227,2,532,four_cheese_l,,,,,
228,2,533,classic_dlx_s,,,,,
229,2,534,bbq_ckn_l,,,,,
229,2,535,thai_ckn_l,,,,,
229,2,536,thai_ckn_l,,,,,
230,2,537,five_cheese_l,,,,,
231,2,538,ital_cpcllo_l,,,,,
231,2,539,hawaiian_s,,,,,
231,2,540,ckn_pesto_l,,,,,
232,2,541,big_meat_s,,,,,
232,2,542,four_cheese_l,,,,,
233,2,543,southw_ckn_s,,,,,
234,2,544,napolitana_s,,,,,
234,2,545,ital_supr_m,,,,,
234,2,546,green_garden_s,,,,,
235,2,547,veggie_veg_m,,,,,
236,2,548,pep_msh_pep_l,,,,,
236,2,549,hawaiian_l,,,,,
237,2,550,brie_carre_s,,,,,
238,2,551,hawaiian_l,,,,,
239,2,552,four_cheese_l,,,,,
239,2,553,cali_ckn_m,,,,,
240,2,554,big_meat_s,,,,,
241,2,555,ckn_alfredo_m,,,,,
241,2,556,calabrese_l,,,,,
242,2,557,thai_ckn_m,,,,,
242,2,558,southw_ckn_m,,,,,
242,2,559,hawaiian_l,,,,,
243,2,560,green_garden_l,,,,,
243,2,561,spin_pesto_s,,,,,
244,2,562,mexicana_l,,,,,
244,2,563,ital_supr_l,,,,,
245,2,564,hawaiian_m,,,,,
245,2,565,hawaiian_s,,,,,
246,2,566,bbq_ckn_s,,,,,
246,2,567,the_greek_xl,,,,,
247,2,568,spinach_supr_m,,,,,
247,2,569,green_garden_s,,,,,
247,2,570,spinach_supr_m,,,,,
248,2,571,napolitana_m,,,,,
248,2,572,calabrese_m,,,,,
249,2,573,bbq_ckn_l,,,,,
249,2,574,hawaiian_l,,,,,
250,2,575,big_meat_s,,,,,
251,2,576,pep_msh_pep_s,,,,,
252,2,577,thai_ckn_l,,,,,
253,2,578,thai_ckn_s,,,,,
254,2,579,sicilian_s,,,,,
254,2,580,sicilian_l,,,,,
254,2,581,prsc_argla_s,,,,,
255,2,582,mexicana_l,,,,,
255,2,583,ital_supr_l,,,,,
255,2,584,ital_cpcllo_s,,,,,
255,2,585,four_cheese_l,,,,,
256,2,586,cali_ckn_m,,,,,
257,2,587,cali_ckn_l,,,,,
257,2,588,big_meat_s,,,,,
258,2,589,bbq_ckn_s,,,,,
259,2,590,bbq_ckn_l,,,,,
260,2,591,classic_dlx_m,,,,,
260,2,592,thai_ckn_l,,,,,
261,2,593,ital_supr_l,,,,,
262,2,594,pepperoni_l,,,,,
263,2,595,the_greek_xl,,,,,
264,2,596,thai_ckn_l,,,,,
265,2,597,peppr_salami_m,,,,,
265,2,598,pepperoni_m,,,,,
265,2,599,four_cheese_l,,,,,
265,2,600,big_meat_s,,,,,
266,2,601,veggie_veg_l,,,,,
267,2,602,the_greek_l,,,,,
267,2,603,spinach_fet_s,,,,,
267,2,604,thai_ckn_m,,,,,
268,2,605,peppr_salami_l,,,,,
268,2,606,five_cheese_l,,,,,
269,2,607,hawaiian_l,,,,,
270,2,608,classic_dlx_m,,,,,
270,2,609,spin_pesto_s,,,,,
270,2,610,ital_supr_s,,,,,
271,2,611,pep_msh_pep_l,,,,,
271,2,612,four_cheese_l,,,,,
271,2,613,pepperoni_s,,,,,
271,2,614,four_cheese_l,,,,,
271,2,615,ckn_alfredo_m,,,,,
271,2,616,bbq_ckn_l,,,,,
271,2,617,southw_ckn_l,,,,,
271,2,618,four_cheese_m,,,,,
271,2,619,classic_dlx_s,,,,,
271,2,620,classic_dlx_l,,,,,
272,2,621,cali_ckn_l,,,,,
273,2,622,ital_cpcllo_l,,,,,
274,2,623,thai_ckn_l,,,,,
274,2,624,spinach_fet_l,,,,,
275,2,625,sicilian_l,,,,,
275,2,626,ckn_pesto_l,,,,,
275,2,627,five_cheese_l,,,,,
275,2,628,spinach_supr_m,,,,,
276,2,629,spicy_ital_s,,,,,
276,2,630,pep_msh_pep_m,,,,,
277,2,631,pepperoni_s,,,,,
278,2,632,peppr_salami_l,,,,,
278,2,633,cali_ckn_s,,,,,
279,2,634,bbq_ckn_l,,,,,
279,2,635,spin_pesto_l,,,,,
280,2,636,pepperoni_l,,,,,
280,2,637,big_meat_s,,,,,
281,2,638,ital_supr_m,,,,,
282,2,639,five_cheese_l,,,,,
282,2,640,spinach_fet_l,,,,,
282,2,641,green_garden_s,,,,,
282,2,642,spinach_fet_m,,,,,
283,2,643,big_meat_s,,,,,
284,2,644,pep_msh_pep_m,,,,,
284,2,645,ital_cpcllo_s,,,,,
284,2,646,spinach_supr_m,,,,,
285,2,647,southw_ckn_l,,,,,
286,2,648,calabrese_m,,,,,
286,2,649,sicilian_m,,,,,
287,2,650,hawaiian_l,,,,,
287,2,651,the_greek_s,,,,,
287,2,652,mediterraneo_l,,,,,
287,2,653,ital_cpcllo_l,,,,,
288,2,654,hawaiian_s,,,,,
288,2,655,big_meat_s,,,,,
288,2,656,spicy_ital_s,,,,,
289,2,657,cali_ckn_s,,,,,
290,2,658,big_meat_s,,,,,
290,2,659,hawaiian_m,,,,,
291,2,660,prsc_argla_l,,,,,
291,2,661,mediterraneo_m,,,,,
291,2,662,hawaiian_l,,,,,
292,2,663,big_meat_s,,,,,
292,2,664,thai_ckn_l,,,,,
293,2,665,spinach_supr_m,,,,,
293,2,666,mediterraneo_l,,,,,
294,2,667,sicilian_m,,,,,
294,2,668,mexicana_l,,,,,
294,2,669,veggie_veg_m,,,,,
295,2,670,four_cheese_l,,,,,
296,2,671,classic_dlx_s,,,,,
296,2,672,ckn_pesto_s,,,,,
296,2,673,spinach_fet_m,,,,,
297,2,674,sicilian_m,,,,,
298,2,675,prsc_argla_s,,,,,
298,2,676,spinach_fet_m,,,,,
298,2,677,southw_ckn_m,,,,,
298,2,678,the_greek_m,,,,,
299,2,679,pepperoni_m,,,,,
299,2,680,five_cheese_l,,,,,
300,2,681,bbq_ckn_l,,,,,
300,2,682,mediterraneo_s,,,,,
300,2,683,hawaiian_l,,,,,
300,2,684,big_meat_s,,,,,
301,2,685,peppr_salami_m,,,,,
302,2,686,hawaiian_l,,,,,
303,2,687,mediterraneo_l,,,,,
303,2,688,classic_dlx_l,,,,,
303,2,689,pepperoni_l,,,,,
304,2,690,sicilian_l,,,,,
304,2,691,classic_dlx_s,,,,,
305,2,692,cali_ckn_m,,,,,
305,2,693,thai_ckn_l,,,,,
305,2,694,southw_ckn_l,,,,,
306,2,695,sicilian_s,,,,,
306,2,696,prsc_argla_s,,,,,
306,2,697,peppr_salami_m,,,,,
307,2,698,pep_msh_pep_s,,,,,
307,2,699,mexicana_l,,,,,
308,2,700,ital_veggie_m,,,,,
308,2,701,ckn_alfredo_m,,,,,
308,2,702,cali_ckn_m,,,,,
309,2,703,cali_ckn_l,,,,,
309,2,704,calabrese_m,,,,,
310,2,705,bbq_ckn_s,,,,,
310,2,706,southw_ckn_m,,,,,
311,2,707,four_cheese_m,,,,,
312,2,708,mediterraneo_l,,,,,
312,2,709,green_garden_l,,,,,
312,2,710,spinach_fet_m,,,,,
312,2,711,green_garden_m,,,,,
