pizza_id,pizza_type_id,pizza_size,unit_price
156,big_meat_s,S,9.75
157,ital_cpcllo_m,M,9.75
158,five_cheese_l,L,9.75
159,spin_pesto_s,S,9.75
160,spicy_ital_l,L,9.75
161,pep_msh_pep_m,M,9.75
162,ital_supr_m,M,9.75
163,classic_dlx_l,L,9.75
164,hawaiian_l,L,9.75
165,brie_carre_s,S,9.75
166,pepperoni_l,L,9.75
167,ckn_alfredo_m,M,9.75
168,ckn_alfredo_m,M,9.75
169,veggie_veg_l,L,9.75
170,ital_cpcllo_s,S,9.75
171,classic_dlx_s,S,9.75
172,pepperoni_l,L,9.75
173,spicy_ital_m,M,9.75
174,ital_veggie_s,S,9.75
175,bbq_ckn_l,L,9.75
176,southw_ckn_m,M,9.75
177,bbq_ckn_m,M,9.75
178,mexicana_l,L,9.75
179,ital_veggie_m,M,9.75
180,five_cheese_l,L,9.75
181,classic_dlx_m,M,9.75
182,cali_ckn_s,S,9.75
183,cali_ckn_m,M,9.75
184,the_greek_xl,XL,9.75
185,cali_ckn_s,S,9.75
186,southw_ckn_l,L,9.75
187,pep_msh_pep_l,L,9.75
188,cali_ckn_l,L,9.75
189,thai_ckn_l,L,9.75
190,hawaiian_s,S,9.75
191,southw_ckn_l,L,9.75
192,green_garden_s,S,9.75
193,ital_supr_l,L,9.75
194,bbq_ckn_m,M,9.75
195,southw_ckn_l,L,9.75
196,four_cheese_m,M,9.75
197,mexicana_l,L,9.75
198,hawaiian_s,S,9.75
199,spinach_fet_m,M,9.75
200,southw_ckn_s,S,9.75
201,bbq_ckn_s,S,9.75
202,the_greek_m,M,9.75
203,prsc_argla_m,M,9.75
204,napolitana_l,L,9.75
205,ckn_alfredo_m,M,9.75
206,pepperoni_m,M,9.75
207,spin_pesto_l,L,9.75
208,classic_dlx_m,M,9.75
209,spin_pesto_m,M,9.75
210,classic_dlx_m,M,9.75
211,cali_ckn_l,L,9.75
212,veggie_veg_m,M,9.75
213,pep_msh_pep_l,L,9.75
214,hawaiian_l,L,9.75
215,veggie_veg_s,S,9.75
216,thai_ckn_s,S,9.75
217,spinach_supr_l,L,9.75
218,southw_ckn_m,M,9.75
219,pepperoni_l,L,9.75
220,ital_veggie_l,L,9.75
221,ital_supr_s,S,9.75
222,ital_cpcllo_s,S,9.75
223,ital_cpcllo_m,M,9.75
224,four_cheese_l,L,9.75
225,classic_dlx_l,L,9.75
226,southw_ckn_m,M,9.75
227,cali_ckn_m,M,9.75
228,veggie_veg_s,S,9.75
229,spinach_supr_m,M,9.75
230,spicy_ital_s,S,9.75
231,soppressata_m,M,9.75
232,mediterraneo_l,L,9.75
233,ital_veggie_m,M,9.75
234,ital_supr_m,M,9.75
235,four_cheese_l,L,9.75
236,cali_ckn_l,L,9.75
237,big_meat_s,S,9.75
238,bbq_ckn_m,M,9.75
239,thai_ckn_l,L,9.75
240,peppr_salami_m,M,9.75
241,hawaiian_s,S,9.75
242,green_garden_s,S,9.75
243,big_meat_s,S,9.75
244,veggie_veg_s,S,9.75
245,four_cheese_l,L,9.75
246,pepperoni_s,S,9.75
247,ital_supr_m,M,9.75
248,the_greek_xl,XL,9.75
249,thai_ckn_m,M,9.75
250,napolitana_l,L,9.75
251,bbq_ckn_m,M,9.75
252,pepperoni_s,S,9.75
253,bbq_ckn_m,M,9.75
254,spin_pesto_l,L,9.75
255,green_garden_s,S,9.75
256,big_meat_s,S,9.75
257,the_greek_s,S,9.75
258,peppr_salami_l,L,9.75
259,thai_ckn_l,L,9.75
260,southw_ckn_l,L,9.75
261,cali_ckn_m,M,9.75
262,big_meat_s,S,9.75
263,thai_ckn_l,L,9.75
264,soppressata_m,M,9.75
265,hawaiian_l,L,9.75
266,napolitana_s,S,9.75
267,soppressata_l,L,9.75
268,big_meat_s,S,9.75
269,pepperoni_s,S,9.75
270,ital_cpcllo_l,L,9.75
271,four_cheese_l,L,9.75
272,mediterraneo_m,M,9.75
273,bbq_ckn_m,M,9.75
274,ital_cpcllo_m,M,9.75
275,prsc_argla_m,M,9.75
276,pepperoni_l,L,9.75
277,sicilian_l,L,9.75
278,prsc_argla_m,M,9.75
279,classic_dlx_l,L,9.75
280,veggie_veg_l,L,9.75
281,five_cheese_l,L,9.75
282,ckn_alfredo_m,M,9.75
283,thai_ckn_s,S,9.75
284,spin_pesto_m,M,9.75
285,spicy_ital_l,L,9.75
286,soppressata_l,L,9.75
287,prsc_argla_s,S,9.75
288,pep_msh_pep_l,L,9.75
289,ital_supr_l,L,9.75
290,hawaiian_s,S,9.75
291,five_cheese_l,L,9.75
292,classic_dlx_s,S,9.75
293,cali_ckn_m,M,9.75
294,calabrese_l,L,9.75
295,big_meat_s,S,9.75
296,bbq_ckn_l,L,9.75
297,napolitana_l,L,9.75
298,thai_ckn_l,L,9.75
299,napolitana_l,L,9.75
300,spin_pesto_l,L,9.75
301,spicy_ital_s,S,9.75
302,ital_supr_m,M,9.75
303,hawaiian_s,S,9.75
304,hawaiian_l,L,9.75
305,classic_dlx_m,M,9.75
306,ckn_pesto_m,M,9.75
307,cali_ckn_s,S,9.75
308,cali_ckn_m,M,9.75
309,calabrese_l,L,9.75
310,brie_carre_s,S,9.75
311,spin_pesto_m,M,9.75
312,peppr_salami_l,L,9.75
313,ital_cpcllo_m,M,9.75
314,spinach_fet_l,L,9.75
315,four_cheese_l,L,9.75
316,cali_ckn_l,L,9.75
317,sicilian_m,M,9.75
318,pepperoni_m,M,9.75
319,five_cheese_l,L,9.75
320,spicy_ital_l,L,9.75
321,pep_msh_pep_l,L,9.75
322,thai_ckn_l,L,9.75
323,classic_dlx_m,M,9.75
324,veggie_veg_l,L,9.75
325,ckn_pesto_s,S,9.75
326,ckn_alfredo_l,L,9.75
327,bbq_ckn_s,S,9.75
328,thai_ckn_l,L,9.75
329,soppressata_s,S,9.75
330,ckn_pesto_s,S,9.75
331,cali_ckn_l,L,9.75
332,classic_dlx_s,S,9.75
333,ckn_alfredo_m,M,9.75
334,veggie_veg_s,S,9.75
335,hawaiian_m,M,9.75
336,four_cheese_l,L,9.75
337,calabrese_m,M,9.75
338,soppressata_m,M,9.75
339,thai_ckn_l,L,9.75
340,spinach_fet_s,S,9.75
341,sicilian_l,L,9.75
342,spin_pesto_m,M,9.75
343,soppressata_l,L,9.75
344,ital_cpcllo_l,L,9.75
345,five_cheese_l,L,9.75
346,soppressata_l,L,9.75
347,ital_veggie_m,M,9.75
348,thai_ckn_s,S,9.75
349,mexicana_m,M,9.75
350,hawaiian_s,S,9.75
351,bbq_ckn_m,M,9.75
352,spicy_ital_m,M,9.75
353,sicilian_l,L,9.75
354,green_garden_s,S,9.75
355,classic_dlx_s,S,9.75
356,big_meat_s,S,9.75
357,spinach_fet_m,M,9.75
358,four_cheese_l,L,9.75
359,thai_ckn_s,S,9.75
360,prsc_argla_s,S,9.75
361,veggie_veg_m,M,9.75
362,pep_msh_pep_m,M,9.75
363,big_meat_s,S,9.75
364,ital_cpcllo_m,M,9.75
365,cali_ckn_s,S,9.75
366,cali_ckn_m,M,9.75
367,mexicana_l,L,9.75
368,ital_supr_l,L,9.75
369,hawaiian_l,L,9.75
370,sicilian_s,S,9.75
371,prsc_argla_s,S,9.75
372,napolitana_s,S,9.75
373,ital_cpcllo_m,M,9.75
374,four_cheese_l,L,9.75
375,spin_pesto_s,S,9.75
376,classic_dlx_l,L,9.75
377,brie_carre_s,S,9.75
378,thai_ckn_m,M,9.75
379,classic_dlx_s,S,9.75
380,hawaiian_s,S,9.75
381,southw_ckn_l,L,9.75
382,hawaiian_m,M,9.75
383,green_garden_s,S,9.75
384,southw_ckn_l,L,9.75
385,spinach_supr_m,M,9.75
386,spinach_fet_m,M,9.75
387,southw_ckn_m,M,9.75
388,sicilian_l,L,9.75
389,pepperoni_s,S,9.75
390,pepperoni_l,L,9.75
391,napolitana_s,S,9.75
392,hawaiian_s,S,9.75
393,green_garden_m,M,9.75
394,classic_dlx_m,M,9.75
395,ckn_pesto_m,M,9.75
396,cali_ckn_s,S,9.75
397,cali_ckn_l,L,9.75
398,pepperoni_m,M,9.75
399,big_meat_s,S,9.75
400,the_greek_xl,XL,9.75
401,spinach_supr_l,L,9.75
402,prsc_argla_m,M,9.75
403,pep_msh_pep_s,S,9.75
404,napolitana_m,M,9.75
405,napolitana_l,L,9.75
406,ital_veggie_s,S,9.75
407,ital_supr_l,L,9.75
408,ital_cpcllo_m,M,9.75
409,hawaiian_m,M,9.75
410,four_cheese_l,L,9.75
411,classic_dlx_l,L,9.75
412,spicy_ital_l,L,9.75
413,soppressata_s,S,9.75
414,prsc_argla_m,M,9.75
415,peppr_salami_s,S,9.75
416,pepperoni_l,L,9.75
417,classic_dlx_s,S,9.75
418,ital_supr_l,L,9.75
419,five_cheese_l,L,9.75
420,prsc_argla_m,M,9.75
421,peppr_salami_m,M,9.75
422,classic_dlx_m,M,9.75
423,the_greek_m,M,9.75
424,five_cheese_l,L,9.75
425,calabrese_m,M,9.75
426,classic_dlx_m,M,9.75
427,thai_ckn_l,L,9.75
428,hawaiian_s,S,9.75
429,classic_dlx_m,M,9.75
430,spinach_supr_s,S,9.75
431,hawaiian_s,S,9.75
432,sicilian_m,M,9.75
433,sicilian_l,L,9.75
434,four_cheese_m,M,9.75
435,big_meat_s,S,9.75
436,napolitana_s,S,9.75
437,bbq_ckn_m,M,9.75
438,veggie_veg_s,S,9.75
439,the_greek_s,S,9.75
440,sicilian_l,L,9.75
441,cali_ckn_l,L,9.75
442,big_meat_s,S,9.75
443,bbq_ckn_m,M,9.75
444,four_cheese_l,L,9.75
445,brie_carre_s,S,9.75
446,mexicana_s,S,9.75
447,thai_ckn_m,M,9.75
448,thai_ckn_l,L,9.75
449,spin_pesto_s,S,9.75
450,peppr_salami_m,M,9.75
451,veggie_veg_m,M,9.75
452,spicy_ital_s,S,9.75
453,ital_cpcllo_l,L,9.75
454,ckn_pesto_s,S,9.75
455,the_greek_s,S,9.75
456,five_cheese_l,L,9.75
457,the_greek_l,L,9.75
458,pepperoni_s,S,9.75
459,thai_ckn_l,L,9.75
460,spicy_ital_l,L,9.75
461,ital_supr_s,S,9.75
462,classic_dlx_m,M,9.75
463,spin_pesto_m,M,9.75
464,classic_dlx_m,M,9.75
465,pep_msh_pep_m,M,9.75
466,veggie_veg_s,S,9.75
467,veggie_veg_m,M,9.75
468,veggie_veg_l,L,9.75
469,thai_ckn_l,L,9.75
470,spin_pesto_l,L,9.75
471,pep_msh_pep_s,S,9.75
472,napolitana_s,S,9.75
473,napolitana_l,L,9.75
474,mexicana_m,M,9.75
475,classic_dlx_s,S,9.75
476,classic_dlx_m,M,9.75
477,ckn_pesto_m,M,9.75
478,cali_ckn_l,L,9.75
479,big_meat_s,S,9.75
480,bbq_ckn_m,M,9.75
481,sicilian_m,M,9.75
482,mexicana_l,L,9.75
483,veggie_veg_m,M,9.75
484,ital_cpcllo_s,S,9.75
485,soppressata_s,S,9.75
486,pepperoni_m,M,9.75
487,ital_cpcllo_m,M,9.75
488,peppr_salami_m,M,9.75
489,veggie_veg_s,S,9.75
490,spicy_ital_l,L,9.75
491,ital_supr_l,L,9.75
492,green_garden_s,S,9.75
493,classic_dlx_s,S,9.75
494,veggie_veg_l,L,9.75
495,veggie_veg_m,M,9.75
496,spinach_fet_m,M,9.75
497,southw_ckn_m,M,9.75
498,southw_ckn_l,L,9.75
499,prsc_argla_s,S,9.75
500,peppr_salami_m,M,9.75
501,ckn_pesto_l,L,9.75
502,cali_ckn_m,M,9.75
503,big_meat_s,S,9.75
504,bbq_ckn_l,L,9.75
505,four_cheese_l,L,9.75
506,classic_dlx_m,M,9.75
507,hawaiian_l,L,9.75
508,hawaiian_m,M,9.75
509,spicy_ital_m,M,9.75
510,hawaiian_s,S,9.75
511,prsc_argla_l,L,9.75
512,classic_dlx_m,M,9.75
513,spinach_fet_l,L,9.75
514,four_cheese_l,L,9.75
515,spicy_ital_l,L,9.75
516,calabrese_l,L,9.75
517,spicy_ital_l,L,9.75
518,mexicana_l,L,9.75
519,five_cheese_l,L,9.75
520,classic_dlx_l,L,9.75
521,the_greek_xl,XL,9.75
522,veggie_veg_m,M,9.75
523,thai_ckn_m,M,9.75
524,thai_ckn_l,L,9.75
525,prsc_argla_l,L,9.75
526,mediterraneo_m,M,9.75
527,ital_cpcllo_l,L,9.75
528,spinach_fet_m,M,9.75
529,pepperoni_m,M,9.75
530,four_cheese_l,L,9.75
531,ital_veggie_l,L,9.75
532,four_cheese_l,L,9.75
533,classic_dlx_s,S,9.75
534,bbq_ckn_l,L,9.75
535,thai_ckn_l,L,9.75
536,thai_ckn_l,L,9.75
537,five_cheese_l,L,9.75
538,ital_cpcllo_l,L,9.75
539,hawaiian_s,S,9.75
540,ckn_pesto_l,L,9.75
541,big_meat_s,S,9.75
542,four_cheese_l,L,9.75
543,southw_ckn_s,S,9.75
544,napolitana_s,S,9.75
545,ital_supr_m,M,9.75
546,green_garden_s,S,9.75
547,veggie_veg_m,M,9.75
548,pep_msh_pep_l,L,9.75
549,hawaiian_l,L,9.75
550,brie_carre_s,S,9.75
551,hawaiian_l,L,9.75
552,four_cheese_l,L,9.75
553,cali_ckn_m,M,9.75
554,big_meat_s,S,9.75
555,ckn_alfredo_m,M,9.75
556,calabrese_l,L,9.75
557,thai_ckn_m,M,9.75
558,southw_ckn_m,M,9.75
559,hawaiian_l,L,9.75
560,green_garden_l,L,9.75
561,spin_pesto_s,S,9.75
562,mexicana_l,L,9.75
563,ital_supr_l,L,9.75
564,hawaiian_m,M,9.75
565,hawaiian_s,S,9.75
566,bbq_ckn_s,S,9.75
567,the_greek_xl,XL,9.75
568,spinach_supr_m,M,9.75
569,green_garden_s,S,9.75
570,spinach_supr_m,M,9.75
571,napolitana_m,M,9.75
572,calabrese_m,M,9.75
573,bbq_ckn_l,L,9.75
574,hawaiian_l,L,9.75
575,big_meat_s,S,9.75
576,pep_msh_pep_s,S,9.75
577,thai_ckn_l,L,9.75
578,thai_ckn_s,S,9.75
579,sicilian_s,S,9.75
580,sicilian_l,L,9.75
581,prsc_argla_s,S,9.75
582,mexicana_l,L,9.75
583,ital_supr_l,L,9.75
584,ital_cpcllo_s,S,9.75
585,four_cheese_l,L,9.75
586,cali_ckn_m,M,9.75
587,cali_ckn_l,L,9.75
588,big_meat_s,S,9.75
589,bbq_ckn_s,S,9.75
590,bbq_ckn_l,L,9.75
591,classic_dlx_m,M,9.75
592,thai_ckn_l,L,9.75
593,ital_supr_l,L,9.75
594,pepperoni_l,L,9.75
595,the_greek_xl,XL,9.75
596,thai_ckn_l,L,9.75
597,peppr_salami_m,M,9.75
598,pepperoni_m,M,9.75
599,four_cheese_l,L,9.75
600,big_meat_s,S,9.75
601,veggie_veg_l,L,9.75
602,the_greek_l,L,9.75
603,spinach_fet_s,S,9.75
604,thai_ckn_m,M,9.75
605,peppr_salami_l,L,9.75
606,five_cheese_l,L,9.75
607,hawaiian_l,L,9.75
608,classic_dlx_m,M,9.75
609,spin_pesto_s,S,9.75
610,ital_supr_s,S,9.75
611,pep_msh_pep_l,L,9.75
612,four_cheese_l,L,9.75
613,pepperoni_s,S,9.75
614,four_cheese_l,L,9.75
615,ckn_alfredo_m,M,9.75
616,bbq_ckn_l,L,9.75
617,southw_ckn_l,L,9.75
618,four_cheese_m,M,9.75
619,classic_dlx_s,S,9.75
620,classic_dlx_l,L,9.75
621,cali_ckn_l,L,9.75
622,ital_cpcllo_l,L,9.75
623,thai_ckn_l,L,9.75
624,spinach_fet_l,L,9.75
625,sicilian_l,L,9.75
626,ckn_pesto_l,L,9.75
627,five_cheese_l,L,9.75
628,spinach_supr_m,M,9.75
629,spicy_ital_s,S,9.75
630,pep_msh_pep_m,M,9.75
631,pepperoni_s,S,9.75
632,peppr_salami_l,L,9.75
633,cali_ckn_s,S,9.75
634,bbq_ckn_l,L,9.75
635,spin_pesto_l,L,9.75
636,pepperoni_l,L,9.75
637,big_meat_s,S,9.75
638,ital_supr_m,M,9.75
639,five_cheese_l,L,9.75
640,spinach_fet_l,L,9.75
641,green_garden_s,S,9.75
642,spinach_fet_m,M,9.75
643,big_meat_s,S,9.75
644,pep_msh_pep_m,M,9.75
645,ital_cpcllo_s,S,9.75
646,spinach_supr_m,M,9.75
647,southw_ckn_l,L,9.75
648,calabrese_m,M,9.75
649,sicilian_m,M,9.75
650,hawaiian_l,L,9.75
651,the_greek_s,S,9.75
652,mediterraneo_l,L,9.75
653,ital_cpcllo_l,L,9.75
654,hawaiian_s,S,9.75
655,big_meat_s,S,9.75
656,spicy_ital_s,S,9.75
657,cali_ckn_s,S,9.75
658,big_meat_s,S,9.75
659,hawaiian_m,M,9.75
660,prsc_argla_l,L,9.75
661,mediterraneo_m,M,9.75
662,hawaiian_l,L,9.75
663,big_meat_s,S,9.75
664,thai_ckn_l,L,9.75
665,spinach_supr_m,M,9.75
666,mediterraneo_l,L,9.75
667,sicilian_m,M,9.75
668,mexicana_l,L,9.75
669,veggie_veg_m,M,9.75
670,four_cheese_l,L,9.75
671,classic_dlx_s,S,9.75
672,ckn_pesto_s,S,9.75
673,spinach_fet_m,M,9.75
674,sicilian_m,M,9.75
675,prsc_argla_s,S,9.75
676,spinach_fet_m,M,9.75
677,southw_ckn_m,M,9.75
678,the_greek_m,M,9.75
679,pepperoni_m,M,9.75
680,five_cheese_l,L,9.75
681,bbq_ckn_l,L,9.75
682,mediterraneo_s,S,9.75
683,hawaiian_l,L,9.75
684,big_meat_s,S,9.75
685,peppr_salami_m,M,9.75
686,hawaiian_l,L,9.75
687,mediterraneo_l,L,9.75
688,classic_dlx_l,L,9.75
689,pepperoni_l,L,9.75
690,sicilian_l,L,9.75
691,classic_dlx_s,S,9.75
692,cali_ckn_m,M,9.75
693,thai_ckn_l,L,9.75
694,southw_ckn_l,L,9.75
695,sicilian_s,S,9.75
696,prsc_argla_s,S,9.75
697,peppr_salami_m,M,9.75
698,pep_msh_pep_s,S,9.75
699,mexicana_l,L,9.75
700,ital_veggie_m,M,9.75
701,ckn_alfredo_m,M,9.75
702,cali_ckn_m,M,9.75
703,cali_ckn_l,L,9.75
704,calabrese_m,M,9.75
705,bbq_ckn_s,S,9.75
706,southw_ckn_m,M,9.75
707,four_cheese_m,M,9.75
708,mediterraneo_l,L,9.75
709,green_garden_l,L,9.75
710,spinach_fet_m,M,9.75
711,green_garden_m,M,9.75
712,classic_dlx_m,M,9.75
713,big_meat_s,S,9.75
714,the_greek_s,S,9.75
715,thai_ckn_l,L,9.75
716,southw_ckn_m,M,9.75
717,mexicana_m,M,9.75
718,classic_dlx_m,M,9.75
719,big_meat_s,S,9.75
720,classic_dlx_m,M,9.75
721,prsc_argla_s,S,9.75
722,veggie_veg_s,S,9.75
723,thai_ckn_m,M,9.75
724,classic_dlx_s,S,9.75
725,ckn_pesto_s,S,9.75
726,napolitana_l,L,9.75
727,mediterraneo_m,M,9.75
728,ital_veggie_m,M,9.75
729,thai_ckn_l,L,9.75
730,mediterraneo_s,S,9.75
731,veggie_veg_l,L,9.75
732,spicy_ital_m,M,9.75
733,spicy_ital_l,L,9.75
734,five_cheese_l,L,9.75
735,veggie_veg_s,S,9.75
736,mediterraneo_m,M,9.75
737,ital_cpcllo_l,L,9.75
738,cali_ckn_l,L,9.75
739,thai_ckn_l,L,9.75
740,southw_ckn_l,L,10.5
741,soppressata_s,S,10.5
742,thai_ckn_l,L,10.5
743,ital_supr_l,L,10.5
744,big_meat_s,S,10.5
745,peppr_salami_s,S,10.5
746,big_meat_s,S,10.5
747,southw_ckn_l,L,10.5
748,pepperoni_s,S,10.5
749,ital_cpcllo_m,M,10.5
750,green_garden_s,S,10.5
751,thai_ckn_l,L,10.5
752,pepperoni_s,S,10.5
753,five_cheese_l,L,10.5
754,classic_dlx_l,L,10.5
755,ckn_alfredo_m,M,10.5
756,ital_supr_s,S,10.5
757,classic_dlx_s,S,10.5
758,the_greek_s,S,10.5
759,pepperoni_l,L,10.5
760,classic_dlx_s,S,10.5
761,ckn_pesto_l,L,10.5
762,sicilian_s,S,10.5
763,peppr_salami_l,L,10.5
764,ital_supr_m,M,10.5
765,ital_cpcllo_m,M,10.5
766,mexicana_s,S,10.5
767,ital_veggie_m,M,10.5
768,thai_ckn_l,L,10.5
769,bbq_ckn_s,S,10.5
770,thai_ckn_l,L,10.5
771,pep_msh_pep_s,S,10.5
772,sicilian_s,S,10.5
773,cali_ckn_l,L,10.5
774,southw_ckn_l,L,10.5
775,mexicana_l,L,10.5
776,mediterraneo_s,S,10.5
777,hawaiian_s,S,10.5
778,mexicana_l,L,10.5
779,ckn_alfredo_l,L,10.5
780,bbq_ckn_l,L,10.5
781,spicy_ital_m,M,10.5
782,soppressata_l,L,10.5
783,pepperoni_m,M,10.5
784,hawaiian_l,L,10.5
785,mediterraneo_m,M,10.5
786,hawaiian_l,L,10.5
787,southw_ckn_m,M,10.5
788,ital_veggie_l,L,10.5
789,hawaiian_l,L,10.5
790,bbq_ckn_m,M,10.5
791,spicy_ital_s,S,10.5
792,cali_ckn_l,L,10.5
793,sicilian_l,L,10.5
794,spinach_fet_s,S,10.5
795,sicilian_m,M,10.5
796,napolitana_m,M,10.5
797,the_greek_s,S,10.5
798,southw_ckn_l,L,10.5
799,sicilian_l,L,10.5
800,pep_msh_pep_m,M,10.5
801,ital_cpcllo_m,M,10.5
802,hawaiian_s,S,10.5
803,hawaiian_m,M,10.5
804,classic_dlx_m,M,10.5
805,cali_ckn_l,L,10.5
806,brie_carre_s,S,10.5
807,big_meat_s,S,10.5
808,bbq_ckn_l,L,10.5
809,the_greek_l,L,10.5
810,thai_ckn_l,L,10.5
811,napolitana_l,L,10.5
812,sicilian_l,L,10.5
813,pep_msh_pep_s,S,10.5
814,prsc_argla_m,M,10.5
815,prsc_argla_m,M,10.5
816,classic_dlx_m,M,10.5
817,pepperoni_l,L,10.5
818,veggie_veg_m,M,10.5
819,ital_cpcllo_l,L,10.5
820,five_cheese_l,L,10.5
821,spinach_fet_m,M,10.5
822,spicy_ital_l,L,10.5
823,peppr_salami_l,L,10.5
824,mediterraneo_m,M,10.5
825,ital_veggie_s,S,10.5
826,green_garden_s,S,10.5
827,classic_dlx_m,M,10.5
828,classic_dlx_l,L,10.5
829,the_greek_m,M,10.5
830,ckn_pesto_s,S,10.5
831,calabrese_m,M,10.5
832,the_greek_xl,XL,10.5
833,sicilian_s,S,10.5
834,brie_carre_s,S,10.5
835,hawaiian_l,L,10.5
836,spinach_fet_m,M,10.5
837,prsc_argla_l,L,10.5
838,the_greek_xl,XL,10.5
839,spicy_ital_m,M,10.5
